id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
108776,NY,5.5,72000,1700.0,140.0,118.0,191
108777,GA,4.1,58000,1410.0,95.0,83.0,787
108778,MD,4.4,84000,1940.0,132.0,117.0,898
108779,WA,5.1,78000,1750.0,158.0,132.0,982
108780,TX,4.2,61000,1620.0,105.0,82.0,500
108781,MA,4.2,81000,1680.0,141.0,110.0,753
108782,CA,5.4,75000,1760.0,154.0,117.0,286
108783,PA,4.4,61000,1480.0,96.0,76.0,781
108784,PA,4.6,61000,1550.0,89.0,81.0,884
108785,MD,4.6,84000,1870.0,127.0,104.0,631
108786,TN,4.0,53000,1260.0,107.0,85.0,618
108787,VA,3.8,74000,1640.0,121.0,100.0,368
108788,TX,4.0,61000,1560.0,109.0,85.0,236
108789,NY,4.7,72000,1720.0,139.0,116.0,965
108790,TN,4.0,53000,1130.0,108.0,84.0,382
108791,WA,5.5,78000,1750.0,148.0,123.0,882
108792,TN,4.3,53000,1290.0,105.0,76.0,862
108793,TN,3.6,53000,1290.0,110.0,81.0,903
108794,WI,3.8,60000,1260.0,107.0,81.0,134
108795,NC,4.5,54000,1240.0,106.0,96.0,251
108796,FL,5.1,55000,1230.0,117.0,90.0,778
108797,TX,3.8,61000,1350.0,116.0,89.0,877
108798,CA,5.4,75000,1750.0,156.0,120.0,781
108799,FL,4.6,55000,1330.0,103.0,85.0,381
108800,GA,3.9,58000,1270.0,106.0,96.0,123
108801,CA,5.4,75000,1700.0,163.0,126.0,726
108802,MO,3.6,55000,1380.0,86.0,74.0,682
108803,WI,4.3,60000,1390.0,99.0,85.0,226
108804,MA,3.9,81000,1620.0,148.0,111.0,630
108805,MI,5.7,57000,1240.0,105.0,80.0,939
108806,PA,4.5,61000,1440.0,91.0,87.0,570
108807,CA,5.7,75000,1730.0,158.0,114.0,418
108808,OH,4.2,56000,1370.0,84.0,78.0,533
108809,NY,5.3,72000,1990.0,149.0,120.0,910
108810,CA,5.3,75000,2000.0,164.0,125.0,141
108811,TN,3.3,53000,1200.0,106.0,88.0,985
108812,IL,5.3,65000,1570.0,93.0,70.0,353
108813,NY,4.8,72000,1600.0,138.0,112.0,648
108814,WA,5.5,78000,2080.0,153.0,120.0,234
108815,PA,4.6,61000,1400.0,90.0,79.0,496
108816,NY,4.7,72000,1510.0,135.0,110.0,259
108817,TX,4.7,61000,1360.0,100.0,85.0,917
108818,TX,4.2,61000,1360.0,100.0,76.0,831
108819,FL,5.2,55000,1160.0,110.0,91.0,352
108820,CA,5.6,75000,1790.0,152.0,119.0,199
108821,OH,4.5,56000,1330.0,84.0,70.0,157
108822,WA,4.7,78000,1610.0,152.0,125.0,184
108823,MD,4.3,84000,1830.0,133.0,114.0,116
108824,IL,5.6,65000,1830.0,101.0,80.0,453
108825,NY,5.5,72000,1790.0,138.0,113.0,977
108826,TX,4.1,61000,1200.0,114.0,83.0,295
108827,OH,4.8,56000,1550.0,98.0,83.0,858
108828,PA,4.4,61000,1470.0,89.0,78.0,145
108829,FL,5.2,55000,1490.0,119.0,91.0,115
108830,NC,4.3,54000,1240.0,111.0,82.0,551
108831,WI,4.5,60000,1540.0,104.0,90.0,555
108832,WI,4.2,60000,1370.0,100.0,78.0,770
108833,NY,4.7,72000,1860.0,146.0,104.0,668
108834,NY,4.7,72000,1640.0,143.0,111.0,473
108835,OH,5.0,56000,1370.0,85.0,72.0,315
108836,CA,4.9,75000,1980.0,155.0,121.0,984
108837,CA,5.3,75000,1800.0,154.0,120.0,181
108838,TX,3.9,61000,1410.0,110.0,92.0,776
108839,WA,5.0,78000,2090.0,156.0,112.0,408
108840,AZ,4.3,58000,1280.0,115.0,92.0,341
108841,CA,5.4,75000,1770.0,159.0,123.0,922
108842,TN,4.0,53000,1200.0,100.0,77.0,469
108843,CA,5.5,75000,1950.0,162.0,124.0,785
108844,IN,3.4,55000,1250.0,98.0,78.0,696
108845,NY,5.0,72000,1830.0,145.0,123.0,990
108846,IN,4.4,55000,1180.0,96.0,82.0,274
108847,WA,4.6,78000,1840.0,159.0,122.0,698
108848,IL,5.0,65000,1330.0,97.0,71.0,759
108849,IL,4.9,65000,1830.0,102.0,85.0,594
108850,WI,4.5,60000,1330.0,102.0,85.0,234
108851,MA,4.2,81000,1760.0,145.0,114.0,483
108852,OH,4.5,56000,1290.0,88.0,71.0,630
108853,CA,5.7,75000,1710.0,164.0,137.0,563
108854,CA,5.6,75000,1940.0,159.0,125.0,825
108855,NJ,4.7,82000,1810.0,137.0,107.0,482
108856,PA,4.5,61000,1480.0,98.0,80.0,177
108857,GA,3.9,58000,1240.0,98.0,78.0,238
108858,IN,4.3,55000,1380.0,101.0,84.0,897
108859,MO,4.2,55000,1250.0,94.0,80.0,723
108860,FL,4.9,55000,1330.0,118.0,95.0,266
108861,PA,4.3,61000,1380.0,96.0,73.0,243
108862,NJ,5.2,82000,1890.0,137.0,124.0,882
108863,FL,5.4,55000,1460.0,114.0,91.0,869
108864,CA,5.1,75000,1880.0,159.0,121.0,331
108865,CA,5.4,75000,1830.0,167.0,124.0,388
108866,FL,4.9,55000,1470.0,121.0,84.0,896
108867,MA,4.4,81000,1930.0,143.0,112.0,485
108868,FL,4.2,55000,1530.0,112.0,83.0,183
108869,NY,4.6,72000,1920.0,145.0,113.0,595
108870,CA,5.9,75000,1800.0,169.0,128.0,244
108871,MD,5.2,84000,1910.0,127.0,110.0,342
108872,AZ,4.9,58000,1250.0,105.0,88.0,234
108873,IN,4.3,55000,1290.0,95.0,80.0,824
108874,FL,5.1,55000,1330.0,115.0,99.0,345
108875,FL,4.9,55000,1060.0,116.0,96.0,704
108876,MD,4.6,84000,2820.0,134.0,119.0,615
108877,TX,4.5,61000,1360.0,110.0,79.0,258
108878,CA,5.2,75000,1830.0,160.0,129.0,255
108879,WA,4.8,78000,1680.0,151.0,135.0,639
108880,MA,5.1,81000,2240.0,153.0,128.0,375
108881,MI,5.6,57000,1480.0,94.0,76.0,453
108882,NJ,5.0,82000,2410.0,135.0,105.0,197
108883,MI,5.7,57000,1490.0,99.0,81.0,582
108884,CA,5.5,75000,1860.0,168.0,138.0,883
108885,PA,4.2,61000,1310.0,105.0,85.0,227
108886,VA,3.9,74000,1870.0,121.0,110.0,341
108887,WI,4.1,60000,1450.0,105.0,88.0,706
108888,CA,5.7,75000,1820.0,155.0,126.0,822
108889,NJ,5.2,82000,2040.0,133.0,118.0,487
108890,TX,4.3,61000,1530.0,104.0,96.0,911
108891,NY,4.7,72000,1720.0,143.0,111.0,682
108892,NY,4.8,72000,1760.0,137.0,105.0,696
108893,TX,4.1,61000,1280.0,104.0,92.0,913
108894,CA,5.9,75000,1700.0,151.0,117.0,418
108895,OH,4.5,56000,1350.0,92.0,66.0,419
108896,PA,4.5,61000,1790.0,84.0,75.0,740
108897,OH,4.7,56000,1220.0,91.0,75.0,822
108898,CA,6.2,75000,1580.0,156.0,127.0,504
108899,CA,5.2,75000,1810.0,161.0,125.0,449
108900,VA,3.5,74000,1820.0,121.0,93.0,442
108901,NY,5.4,72000,1760.0,140.0,114.0,956
108902,MI,5.4,57000,1520.0,86.0,76.0,789
108903,MD,4.5,84000,1930.0,124.0,107.0,305
108904,CA,5.3,75000,1870.0,164.0,122.0,748
108905,VA,4.0,74000,1860.0,122.0,101.0,783
108906,NY,5.4,72000,1560.0,142.0,111.0,615
108907,FL,4.1,55000,1520.0,116.0,91.0,242
108908,NY,4.9,72000,1810.0,137.0,112.0,840
108909,AZ,4.4,58000,1340.0,120.0,97.0,480
108910,WA,4.5,78000,1920.0,157.0,136.0,727
108911,WA,4.6,78000,2110.0,148.0,121.0,153
108912,NJ,4.6,82000,1790.0,135.0,121.0,712
108913,PA,4.2,61000,1640.0,96.0,81.0,353
108914,MI,5.2,57000,1380.0,92.0,72.0,129
108915,WI,4.4,60000,1520.0,107.0,77.0,365
108916,NY,5.4,72000,1660.0,130.0,112.0,976
108917,CA,5.8,75000,2070.0,158.0,131.0,688
108918,FL,4.6,55000,1130.0,119.0,93.0,267
108919,CA,5.0,75000,1900.0,168.0,139.0,652
108920,FL,4.9,55000,1280.0,121.0,103.0,347
108921,MA,4.1,81000,2150.0,147.0,117.0,198
108922,CA,5.7,75000,1600.0,157.0,119.0,925
108923,AZ,4.6,58000,1480.0,115.0,91.0,379
108924,GA,4.3,58000,1410.0,104.0,86.0,839
108925,NY,4.9,72000,1600.0,143.0,115.0,883
108926,GA,4.3,58000,1370.0,100.0,77.0,425
108927,CA,5.7,75000,1740.0,157.0,127.0,904
108928,NJ,5.0,82000,2370.0,134.0,116.0,718
108929,NJ,5.5,82000,2100.0,139.0,112.0,681
108930,IN,4.0,55000,1150.0,99.0,82.0,758
108931,GA,4.3,58000,1310.0,101.0,85.0,561
108932,WI,3.8,60000,1460.0,83.0,76.0,960
108933,CA,5.8,75000,1940.0,152.0,126.0,377
108934,WI,4.0,60000,1240.0,99.0,77.0,148
108935,MI,5.1,57000,1360.0,90.0,72.0,550
108936,MO,4.1,55000,1150.0,98.0,81.0,740
108937,VA,4.0,74000,1790.0,129.0,103.0,927
108938,WA,5.0,78000,1930.0,159.0,121.0,945
108939,FL,4.9,55000,1540.0,115.0,88.0,582
108940,OH,5.1,56000,1420.0,85.0,75.0,895
108941,MA,4.0,81000,1610.0,151.0,127.0,269
108942,MO,4.5,55000,1320.0,97.0,76.0,963
108943,MO,3.9,55000,1220.0,96.0,84.0,588
108944,NC,4.5,54000,1140.0,117.0,85.0,849
108945,TX,3.7,61000,1450.0,109.0,90.0,386
108946,CA,6.2,75000,1780.0,161.0,124.0,358
108947,NC,4.9,54000,1300.0,110.0,95.0,316
108948,CA,5.3,75000,1880.0,167.0,132.0,621
108949,TN,3.9,53000,1410.0,106.0,92.0,221
108950,IL,5.3,65000,1600.0,101.0,91.0,641
108951,WI,4.5,60000,1570.0,105.0,79.0,499
108952,CA,5.8,75000,1940.0,162.0,128.0,236
108953,IL,4.9,65000,1690.0,97.0,78.0,189
108954,NC,4.7,54000,1360.0,104.0,91.0,976
108955,PA,4.8,61000,1390.0,86.0,81.0,511
108956,NY,5.2,72000,1910.0,142.0,113.0,347
108957,NY,4.8,72000,1680.0,139.0,113.0,775
108958,TX,3.4,61000,1400.0,107.0,79.0,989
108959,MA,4.6,81000,1970.0,144.0,126.0,460
108960,WA,4.8,78000,1960.0,150.0,122.0,208
108961,WA,4.9,78000,1820.0,163.0,129.0,597
108962,GA,4.4,58000,1240.0,109.0,92.0,590
108963,WA,4.6,78000,1710.0,153.0,122.0,457
108964,AZ,4.2,58000,1320.0,123.0,93.0,677
108965,FL,4.7,55000,1020.0,109.0,86.0,668
108966,PA,4.2,61000,1480.0,92.0,86.0,764
108967,MI,5.2,57000,1280.0,89.0,72.0,785
108968,TX,4.3,61000,1450.0,106.0,89.0,512
108969,IN,4.6,55000,1140.0,96.0,79.0,957
108970,IL,5.4,65000,1650.0,100.0,78.0,512
108971,CA,5.2,75000,1840.0,165.0,128.0,315
108972,TX,4.1,61000,1470.0,102.0,87.0,461
108973,NY,5.2,72000,1870.0,143.0,109.0,113
108974,CA,5.4,75000,2030.0,161.0,124.0,585
108975,CA,5.2,75000,1740.0,172.0,138.0,117
108976,FL,4.4,55000,1320.0,106.0,87.0,487
108977,NY,5.1,72000,1540.0,137.0,121.0,926
108978,AZ,5.0,58000,1340.0,119.0,92.0,103
108979,FL,4.0,55000,1170.0,122.0,93.0,378
108980,TX,3.9,61000,1530.0,106.0,88.0,317
108981,TX,4.1,61000,1420.0,106.0,91.0,184
108982,FL,4.6,55000,1120.0,118.0,95.0,172
108983,CA,4.9,75000,1590.0,162.0,136.0,604
108984,WA,4.7,78000,2020.0,153.0,134.0,861
108985,MA,4.5,81000,2030.0,145.0,112.0,875
108986,MO,4.1,55000,1330.0,104.0,85.0,627
108987,NY,5.1,72000,1900.0,138.0,116.0,267
108988,CA,4.8,75000,2120.0,164.0,125.0,211
108989,NJ,5.1,82000,2030.0,138.0,114.0,472
108990,TX,4.6,61000,1290.0,101.0,87.0,269
108991,MI,5.5,57000,1270.0,94.0,82.0,789
108992,NC,4.3,54000,1190.0,116.0,97.0,993
108993,MI,5.9,57000,1360.0,96.0,81.0,584
108994,MA,3.7,81000,2160.0,140.0,116.0,759
108995,PA,4.3,61000,1440.0,92.0,75.0,477
108996,CA,5.2,75000,1760.0,171.0,130.0,507
108997,NC,4.4,54000,1480.0,101.0,90.0,550
108998,CA,5.4,75000,1740.0,169.0,133.0,234
108999,MO,4.6,55000,1430.0,91.0,84.0,766
109000,VA,3.6,74000,1890.0,122.0,103.0,923
109001,TX,4.3,61000,1470.0,105.0,89.0,719
109002,PA,4.8,61000,1300.0,99.0,86.0,556
109003,MO,4.3,55000,1410.0,90.0,68.0,497
109004,NY,5.5,72000,1620.0,137.0,116.0,191
109005,WA,5.4,78000,2020.0,153.0,120.0,930
109006,NC,4.6,54000,1210.0,116.0,94.0,852
109007,NJ,4.6,82000,2030.0,138.0,105.0,832
109008,MO,4.2,55000,1280.0,99.0,77.0,537
109009,CA,5.9,75000,1970.0,149.0,124.0,925
109010,CA,5.6,75000,1600.0,173.0,136.0,468
109011,NY,4.8,72000,1780.0,144.0,125.0,661
109012,TX,4.1,61000,1700.0,105.0,86.0,142
109013,PA,4.4,61000,1610.0,104.0,82.0,244
109014,MI,5.8,57000,1520.0,99.0,84.0,220
109015,FL,5.2,55000,1250.0,119.0,101.0,486
109016,VA,4.2,74000,1990.0,123.0,101.0,831
109017,FL,5.2,55000,1340.0,121.0,97.0,195
109018,CA,5.6,75000,1670.0,162.0,123.0,407
109019,MA,3.9,81000,1980.0,142.0,110.0,320
109020,NJ,5.0,82000,2150.0,131.0,111.0,172
109021,TX,4.2,61000,1580.0,102.0,83.0,552
109022,IL,5.5,65000,1680.0,90.0,80.0,333
109023,CA,6.4,75000,1710.0,160.0,125.0,942
109024,CA,5.3,75000,1610.0,160.0,123.0,540
109025,TX,4.4,61000,1460.0,106.0,87.0,480
109026,NY,4.8,72000,1830.0,155.0,117.0,324
109027,NC,4.5,54000,1330.0,96.0,70.0,633
109028,IN,4.5,55000,1330.0,101.0,95.0,291
109029,MO,4.1,55000,1110.0,93.0,74.0,505
109030,NJ,4.9,82000,2030.0,132.0,116.0,221
109031,MD,4.1,84000,1880.0,127.0,116.0,464
109032,GA,4.1,58000,1490.0,106.0,90.0,619
109033,WI,3.8,60000,1390.0,103.0,83.0,535
109034,OH,4.3,56000,1280.0,94.0,76.0,636
109035,CA,5.5,75000,1770.0,161.0,127.0,308
109036,IL,5.1,65000,1490.0,96.0,83.0,529
109037,OH,4.5,56000,1270.0,98.0,89.0,367
109038,IL,5.1,65000,1430.0,104.0,95.0,682
109039,CA,5.8,75000,1850.0,155.0,135.0,361
109040,MA,3.7,81000,1620.0,153.0,124.0,827
109041,IL,5.2,65000,1500.0,98.0,87.0,579
109042,CA,5.1,75000,1800.0,157.0,129.0,823
109043,NC,4.5,54000,1340.0,110.0,85.0,990
109044,AZ,4.4,58000,1410.0,118.0,93.0,859
109045,TX,4.1,61000,1640.0,108.0,89.0,468
109046,OH,4.3,56000,1290.0,100.0,84.0,968
109047,MA,4.2,81000,1880.0,152.0,126.0,927
109048,IN,4.4,55000,1520.0,86.0,76.0,566
109049,PA,4.4,61000,1580.0,95.0,82.0,127
109050,MI,4.7,57000,1480.0,88.0,78.0,455
109051,AZ,4.4,58000,1370.0,114.0,86.0,663
109052,WI,4.5,60000,1440.0,110.0,83.0,941
109053,NC,4.3,54000,1280.0,105.0,73.0,910
109054,NC,4.2,54000,1260.0,119.0,89.0,727
109055,WI,4.1,60000,1470.0,106.0,83.0,357
109056,MA,4.3,81000,2070.0,137.0,107.0,713
109057,WI,4.0,60000,1350.0,102.0,81.0,519
109058,WI,3.8,60000,1440.0,97.0,80.0,567
109059,VA,3.8,74000,1800.0,124.0,104.0,605
109060,CA,5.5,75000,1930.0,157.0,127.0,196
109061,OH,4.6,56000,1340.0,93.0,80.0,950
109062,MD,3.8,84000,2280.0,124.0,113.0,511
109063,TN,4.1,53000,1260.0,105.0,90.0,199
109064,WI,4.1,60000,1390.0,92.0,78.0,384
109065,CA,5.6,75000,1890.0,160.0,133.0,664
109066,NY,5.6,72000,1660.0,146.0,121.0,213
109067,MA,3.9,81000,1920.0,149.0,119.0,576
109068,TN,3.8,53000,1200.0,112.0,89.0,251
109069,MO,4.1,55000,1470.0,95.0,78.0,462
109070,GA,4.0,58000,1380.0,92.0,76.0,776
109071,TX,4.3,61000,1300.0,102.0,86.0,243
109072,FL,4.7,55000,1350.0,118.0,87.0,946
109073,TX,4.4,61000,1660.0,104.0,84.0,525
109074,GA,3.6,58000,1330.0,107.0,93.0,753
109075,IL,4.7,65000,1570.0,103.0,82.0,196
109076,AZ,4.6,58000,1370.0,123.0,96.0,101
109077,AZ,4.6,58000,1380.0,129.0,103.0,328
109078,MD,4.7,84000,1980.0,132.0,118.0,598
109079,IL,5.5,65000,1630.0,100.0,88.0,605
109080,NY,5.1,72000,1800.0,143.0,112.0,963
109081,MD,4.8,84000,1940.0,139.0,117.0,650
109082,VA,4.5,74000,1980.0,130.0,100.0,724
109083,TX,4.4,61000,1550.0,114.0,99.0,356
109084,CA,5.7,75000,1770.0,158.0,121.0,262
109085,TX,4.6,61000,1200.0,108.0,96.0,224
109086,FL,4.6,55000,1190.0,112.0,89.0,216
109087,AZ,4.6,58000,1280.0,122.0,88.0,156
109088,MD,4.4,84000,2100.0,134.0,107.0,631
109089,IL,4.9,65000,1610.0,91.0,96.0,297
109090,NY,5.3,72000,1720.0,142.0,116.0,972
109091,PA,4.2,61000,1410.0,94.0,85.0,264
109092,PA,4.9,61000,1570.0,89.0,84.0,820
109093,MA,3.9,81000,1940.0,148.0,120.0,223
109094,FL,4.4,55000,1200.0,118.0,91.0,783
109095,VA,4.1,74000,1730.0,116.0,95.0,347
109096,CA,5.7,75000,1990.0,167.0,127.0,578
109097,TX,4.3,61000,1330.0,104.0,82.0,296
109098,AZ,4.0,58000,1200.0,122.0,92.0,568
109099,MD,4.4,84000,2130.0,127.0,107.0,909
109100,PA,4.6,61000,1550.0,102.0,88.0,904
109101,PA,4.3,61000,1370.0,101.0,89.0,940
109102,PA,4.4,61000,1590.0,89.0,76.0,719
109103,NJ,5.2,82000,1760.0,136.0,118.0,499
109104,TX,4.7,61000,1500.0,95.0,89.0,206
109105,TX,4.3,61000,1480.0,99.0,88.0,699
109106,PA,4.2,61000,1410.0,99.0,83.0,351
109107,NJ,4.9,82000,1850.0,139.0,115.0,893
109108,FL,5.1,55000,1240.0,111.0,95.0,810
109109,TX,4.3,61000,1540.0,106.0,88.0,148
109110,CA,5.5,75000,1830.0,155.0,125.0,188
109111,MA,4.6,81000,2040.0,145.0,114.0,710
109112,IL,5.2,65000,1690.0,106.0,101.0,658
109113,PA,4.5,61000,1390.0,95.0,83.0,191
109114,CA,5.7,75000,1640.0,167.0,127.0,181
109115,GA,3.9,58000,1400.0,105.0,90.0,825
109116,IN,4.6,55000,1320.0,99.0,76.0,247
109117,MD,4.7,84000,2040.0,131.0,116.0,390
109118,CA,5.9,75000,1800.0,163.0,130.0,268
109119,CA,5.4,75000,1630.0,153.0,121.0,620
109120,PA,4.5,61000,1590.0,99.0,81.0,594
109121,MI,5.9,57000,1090.0,93.0,83.0,358
109122,GA,4.4,58000,1600.0,108.0,85.0,168
109123,WI,4.0,60000,1620.0,106.0,86.0,782
109124,WA,4.8,78000,1650.0,157.0,123.0,913
109125,TX,4.4,61000,1510.0,99.0,90.0,837
109126,TX,4.4,61000,1580.0,109.0,78.0,466
109127,MI,5.6,57000,1300.0,94.0,81.0,958
109128,WI,4.2,60000,1510.0,101.0,85.0,220
109129,WA,5.4,78000,1880.0,160.0,123.0,423
109130,WI,4.0,60000,1340.0,103.0,93.0,355
109131,TX,3.9,61000,1270.0,110.0,92.0,829
109132,MA,4.2,81000,2040.0,152.0,120.0,680
109133,NJ,5.2,82000,2320.0,137.0,114.0,734
109134,GA,4.4,58000,1450.0,99.0,85.0,177
109135,NC,4.5,54000,1570.0,114.0,87.0,535
109136,OH,4.8,56000,1480.0,103.0,79.0,215
109137,MD,5.1,84000,2270.0,126.0,115.0,723
109138,MO,4.1,55000,1160.0,105.0,91.0,701
109139,FL,4.7,55000,1450.0,112.0,91.0,566
109140,NY,5.1,72000,1820.0,139.0,116.0,365
109141,MD,4.7,84000,2270.0,131.0,110.0,913
109142,IL,4.8,65000,1470.0,100.0,87.0,995
109143,PA,4.3,61000,1400.0,89.0,76.0,257
109144,FL,4.8,55000,1650.0,112.0,88.0,449
109145,TX,4.5,61000,1510.0,110.0,79.0,655
109146,NJ,4.8,82000,1760.0,134.0,111.0,733
109147,MD,4.5,84000,1900.0,125.0,113.0,249
109148,FL,4.7,55000,1290.0,112.0,83.0,702
109149,TX,4.2,61000,1550.0,105.0,85.0,980
109150,MO,4.4,55000,1270.0,90.0,75.0,346
109151,CA,5.4,75000,1550.0,164.0,124.0,838
109152,TX,4.8,61000,1370.0,112.0,84.0,708
109153,TX,4.4,61000,1590.0,114.0,85.0,167
109154,NC,4.5,54000,1450.0,106.0,87.0,362
109155,CA,5.7,75000,1910.0,157.0,121.0,982
109156,IL,5.6,65000,1640.0,100.0,91.0,346
109157,NY,4.7,72000,2110.0,130.0,110.0,417
109158,GA,4.3,58000,1290.0,113.0,97.0,806
109159,WI,4.1,60000,1450.0,96.0,79.0,411
109160,NY,5.3,72000,1920.0,136.0,106.0,195
109161,NC,4.4,54000,1330.0,110.0,89.0,629
109162,IN,4.3,55000,1250.0,88.0,76.0,858
109163,NC,3.7,54000,1240.0,105.0,79.0,333
109164,NY,5.6,72000,1570.0,136.0,116.0,160
109165,CA,5.4,75000,1880.0,151.0,113.0,240
109166,IL,5.1,65000,1530.0,100.0,89.0,357
109167,MA,4.5,81000,1810.0,144.0,120.0,231
109168,CA,5.7,75000,2170.0,159.0,128.0,975
109169,MO,4.0,55000,1350.0,93.0,78.0,516
109170,IL,5.3,65000,1590.0,91.0,72.0,466
109171,IL,4.9,65000,1640.0,104.0,86.0,423
109172,NY,4.7,72000,1970.0,142.0,117.0,428
109173,MI,5.6,57000,1240.0,94.0,72.0,319
109174,TX,4.1,61000,1210.0,105.0,89.0,237
109175,IL,5.3,65000,1560.0,105.0,87.0,610
109176,TX,4.2,61000,1450.0,97.0,78.0,975
109177,NY,5.4,72000,1780.0,136.0,111.0,843
109178,PA,4.4,61000,1340.0,88.0,80.0,107
109179,IL,5.3,65000,1500.0,98.0,90.0,365
109180,IN,4.1,55000,1550.0,99.0,82.0,495
109181,WA,5.7,78000,1870.0,151.0,120.0,632
109182,MO,4.0,55000,1300.0,97.0,87.0,820
109183,TX,4.1,61000,1230.0,96.0,81.0,111
109184,MA,3.9,81000,1840.0,150.0,119.0,409
109185,OH,4.7,56000,1250.0,85.0,68.0,791
109186,MA,3.9,81000,1980.0,147.0,114.0,202
109187,IL,5.2,65000,1520.0,105.0,90.0,292
109188,NC,4.9,54000,1210.0,114.0,92.0,459
109189,MI,5.6,57000,1360.0,93.0,82.0,642
109190,NY,4.9,72000,1540.0,143.0,112.0,246
109191,IL,4.8,65000,1550.0,97.0,84.0,941
109192,MI,5.3,57000,1240.0,100.0,83.0,363
109193,IN,3.8,55000,1450.0,99.0,80.0,210
109194,TN,4.0,53000,1450.0,101.0,82.0,970
109195,PA,5.1,61000,1650.0,98.0,76.0,195
109196,NY,4.8,72000,1570.0,147.0,111.0,854
109197,VA,4.0,74000,1640.0,122.0,102.0,643
109198,TN,3.4,53000,1120.0,107.0,82.0,552
109199,PA,4.4,61000,1500.0,97.0,89.0,617
109200,TX,4.4,61000,1370.0,106.0,83.0,860
109201,PA,4.3,61000,1680.0,88.0,75.0,672
109202,MI,5.2,57000,1430.0,92.0,71.0,644
109203,TX,4.5,61000,1670.0,104.0,88.0,855
109204,MI,5.8,57000,1380.0,84.0,72.0,711
109205,CA,5.2,75000,1760.0,158.0,130.0,897
109206,PA,5.0,61000,1400.0,98.0,75.0,642
109207,VA,3.7,74000,1650.0,124.0,100.0,810
109208,NY,4.9,72000,1810.0,149.0,119.0,583
109209,NY,5.0,72000,1780.0,147.0,122.0,927
109210,GA,4.1,58000,1480.0,102.0,85.0,519
109211,WA,4.7,78000,1920.0,152.0,118.0,575
109212,FL,5.4,55000,1300.0,117.0,97.0,691
109213,TX,4.0,61000,1660.0,113.0,87.0,747
109214,MA,3.9,81000,2060.0,149.0,120.0,209
109215,MD,4.4,84000,2120.0,124.0,107.0,105
109216,WA,4.9,78000,2130.0,158.0,127.0,997
109217,TX,4.7,61000,1480.0,107.0,87.0,968
109218,FL,5.3,55000,1310.0,109.0,97.0,656
109219,OH,4.7,56000,1260.0,95.0,79.0,607
109220,VA,4.0,74000,2240.0,131.0,107.0,146
109221,OH,5.0,56000,1320.0,82.0,66.0,382
109222,NY,4.7,72000,1700.0,138.0,119.0,462
109223,FL,4.7,55000,1300.0,115.0,80.0,801
109224,NY,4.5,72000,1770.0,138.0,124.0,737
109225,AZ,4.6,58000,1300.0,118.0,88.0,489
109226,TX,4.4,61000,1380.0,101.0,81.0,435
109227,NY,5.3,72000,1470.0,144.0,114.0,701
109228,NY,5.4,72000,1910.0,140.0,111.0,733
109229,GA,4.2,58000,1390.0,102.0,73.0,441
109230,CA,5.6,75000,1510.0,153.0,120.0,131
109231,WA,4.2,78000,1980.0,154.0,122.0,300
109232,TN,4.0,53000,1200.0,102.0,77.0,865
109233,VA,4.1,74000,1930.0,127.0,112.0,683
109234,FL,4.6,55000,1350.0,111.0,91.0,432
109235,IL,5.6,65000,1820.0,105.0,81.0,390
109236,PA,4.4,61000,1740.0,100.0,81.0,745
109237,FL,4.6,55000,1410.0,115.0,88.0,845
109238,IL,5.0,65000,1560.0,94.0,79.0,222
109239,WI,4.4,60000,1390.0,99.0,82.0,664
109240,PA,4.8,61000,1320.0,94.0,69.0,920
109241,WA,5.7,78000,1870.0,157.0,136.0,825
109242,IL,5.1,65000,1470.0,97.0,78.0,869
109243,NY,5.0,72000,2120.0,144.0,120.0,483
109244,MI,5.9,57000,1260.0,97.0,74.0,875
109245,TX,4.0,61000,1650.0,101.0,93.0,255
109246,NC,4.2,54000,1340.0,110.0,92.0,814
109247,IL,5.1,65000,1660.0,98.0,96.0,652
109248,TX,4.4,61000,1610.0,101.0,85.0,641
109249,MI,5.6,57000,1570.0,90.0,70.0,156
109250,MD,3.8,84000,1890.0,127.0,103.0,620
109251,GA,4.0,58000,1350.0,105.0,78.0,617
109252,MI,5.9,57000,1470.0,92.0,79.0,227
109253,MA,3.9,81000,2090.0,146.0,121.0,940
109254,OH,4.5,56000,1080.0,94.0,74.0,426
109255,MI,5.7,57000,1210.0,99.0,82.0,293
109256,NY,5.3,72000,1650.0,140.0,112.0,794
109257,VA,4.2,74000,1990.0,124.0,104.0,918
109258,CA,5.6,75000,2050.0,160.0,120.0,105
109259,TN,3.8,53000,1450.0,104.0,85.0,473
109260,GA,3.9,58000,1370.0,108.0,88.0,236
109261,NY,5.5,72000,1640.0,140.0,106.0,706
109262,OH,4.6,56000,1240.0,85.0,71.0,620
109263,NC,4.4,54000,1220.0,106.0,95.0,587
109264,PA,4.5,61000,1450.0,97.0,83.0,910
109265,CA,5.5,75000,1720.0,150.0,116.0,292
109266,MD,4.3,84000,1970.0,127.0,115.0,978
109267,IN,3.9,55000,1100.0,88.0,75.0,243
109268,TX,3.4,61000,1310.0,109.0,93.0,709
109269,AZ,4.7,58000,1310.0,103.0,94.0,655
109270,NY,4.5,72000,1860.0,141.0,107.0,620
109271,GA,4.0,58000,1580.0,97.0,88.0,120
109272,FL,5.2,55000,1450.0,117.0,91.0,555
